ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,CreditHistory,Dependents,Education,EmploymentType,PropertyArea,MaritalStatus,Loan_Status
103229,38889,483966,240,1,1,Not Graduate,Salaried,Semiurban,Married,1
105265,51428,118602,240,1,1,Graduate,Salaried,Semiurban,Married,1
112718,37207,464472,12,0,1,Graduate,Salaried,Semiurban,Married,0
75710,50255,448810,120,1,1,Not Graduate,Salaried,Urban,Married,1
109876,5409,52460,300,0,2,Not Graduate,Salaried,Urban,Single,0
45949,42438,122356,84,1,2,Not Graduate,Salaried,Rural,Single,1
83136,7869,366842,60,1,3+,Not Graduate,Self Employed,Urban,Single,1
126541,56862,309925,84,1,2,Graduate,Salaried,Semiurban,Married,1
76842,25958,413890,240,1,2,Graduate,Self Employed,Semiurban,Single,1
41990,76302,66191,36,1,1,Graduate,Salaried,Urban,Married,1
45109,19768,134631,60,1,3+,Graduate,Self Employed,Rural,Single,1
145356,26145,295702,300,1,2,Graduate,Salaried,Semiurban,Married,1
143133,75622,322673,300,1,2,Not Graduate,Salaried,Rural,Single,1
16306,26442,82175,240,1,3+,Not Graduate,Self Employed,Semiurban,Single,1
18849,25596,329819,120,1,0,Graduate,Salaried,Semiurban,Single,1
27360,75791,486374,60,1,1,Not Graduate,Self Employed,Urban,Single,1
126072,42406,358942,240,1,2,Graduate,Self Employed,Semiurban,Married,1
109767,40524,383054,120,1,2,Graduate,Self Employed,Rural,Single,1
69330,23332,442544,36,1,3+,Graduate,Salaried,Rural,Single,1
66707,15764,207048,120,1,2,Graduate,Self Employed,Urban,Single,1
33689,27563,244188,84,1,1,Graduate,Salaried,Semiurban,Single,1
44084,36370,390822,12,0,2,Not Graduate,Self Employed,Rural,Married,0
55387,5062,112821,84,1,0,Not Graduate,Salaried,Urban,Married,1
89816,44645,62204,300,1,1,Graduate,Self Employed,Rural,Married,1
17642,7244,498881,240,1,0,Graduate,Self Employed,Urban,Single,0
57137,6372,319538,240,1,3+,Not Graduate,Salaried,Rural,Single,1
77260,64471,296464,180,1,1,Graduate,Salaried,Semiurban,Married,1
63442,16956,376958,84,1,2,Graduate,Salaried,Rural,Married,1
118061,40473,83593,60,1,1,Graduate,Salaried,Rural,Married,1
149066,13894,485180,300,1,1,Not Graduate,Salaried,Urban,Married,1
140844,69586,258260,36,1,1,Graduate,Salaried,Urban,Married,1
114575,16709,165064,300,0,0,Graduate,Salaried,Urban,Single,0
16813,15210,103365,180,0,3+,Not Graduate,Salaried,Rural,Single,0
108027,49510,290644,180,1,1,Graduate,Salaried,Urban,Married,1
138489,38674,443659,180,1,2,Graduate,Self Employed,Semiurban,Single,1
99381,17733,270511,240,0,1,Not Graduate,Self Employed,Urban,Single,0
70276,20080,471396,12,1,1,Not Graduate,Self Employed,Urban,Married,1
56243,53412,492007,120,1,3+,Graduate,Self Employed,Semiurban,Married,1
75272,58971,256971,60,0,2,Not Graduate,Salaried,Urban,Married,1
80618,39709,486881,300,1,2,Graduate,Self Employed,Urban,Married,1
16920,59846,153700,240,1,0,Graduate,Self Employed,Rural,Single,1
121121,65480,409221,300,1,2,Not Graduate,Self Employed,Rural,Single,1
91872,52960,446681,36,0,2,Graduate,Salaried,Urban,Single,0
96132,41152,118247,240,0,2,Not Graduate,Salaried,Semiurban,Single,1
17093,27250,232631,12,1,1,Not Graduate,Self Employed,Urban,Married,1
27905,48137,206270,300,1,0,Not Graduate,Self Employed,Urban,Single,1
136759,46412,366884,240,1,2,Graduate,Self Employed,Urban,Married,1
45981,43876,203560,240,1,2,Not Graduate,Salaried,Rural,Single,1
88903,73664,219587,84,0,2,Graduate,Self Employed,Semiurban,Single,1
85821,50227,340042,36,1,1,Not Graduate,Self Employed,Semiurban,Married,1
124200,32450,445135,180,1,1,Not Graduate,Salaried,Semiurban,Married,1
97289,73704,231142,36,1,0,Graduate,Self Employed,Rural,Married,1
131506,6861,112613,36,1,3+,Graduate,Self Employed,Rural,Single,1
93513,61914,146707,84,1,0,Not Graduate,Self Employed,Urban,Married,1
65516,63888,423921,120,1,1,Graduate,Self Employed,Rural,Single,1
84212,79286,97003,240,1,2,Graduate,Self Employed,Urban,Single,1
148498,61293,98478,60,1,2,Not Graduate,Self Employed,Rural,Married,1
145970,68515,457650,180,1,0,Not Graduate,Self Employed,Urban,Single,1
105009,23524,489462,300,1,2,Graduate,Self Employed,Rural,Married,1
59816,7065,479865,120,0,1,Not Graduate,Salaried,Semiurban,Married,0
19138,37684,109030,12,0,0,Not Graduate,Self Employed,Urban,Single,0
106176,33365,234133,240,1,3+,Not Graduate,Self Employed,Rural,Single,1
90945,58876,445215,180,1,1,Graduate,Self Employed,Rural,Single,1
19017,23704,195921,60,1,1,Graduate,Salaried,Urban,Married,1
25451,57857,296160,240,1,2,Graduate,Self Employed,Rural,Married,1
108863,5622,364944,12,1,1,Not Graduate,Salaried,Semiurban,Married,1
25278,79332,317589,84,0,1,Graduate,Self Employed,Urban,Single,0
58764,66201,199112,120,1,3+,Not Graduate,Salaried,Urban,Married,1
138030,32694,312390,240,1,2,Not Graduate,Salaried,Urban,Single,1
147206,22995,81153,180,1,1,Not Graduate,Salaried,Urban,Married,1
77943,8419,317356,36,1,2,Not Graduate,Self Employed,Urban,Married,1
110667,47952,184411,300,1,1,Graduate,Self Employed,Semiurban,Single,1
69318,33837,106238,300,1,3+,Not Graduate,Salaried,Urban,Single,1
118423,70799,462610,300,1,2,Not Graduate,Self Employed,Semiurban,Single,1
118998,48877,366015,60,0,2,Graduate,Salaried,Semiurban,Married,0
75128,45687,412816,240,1,3+,Not Graduate,Self Employed,Semiurban,Single,1
36869,37276,346751,300,1,0,Graduate,Self Employed,Urban,Single,1
20039,34523,102055,180,1,1,Graduate,Salaried,Semiurban,Single,1
127935,66055,154509,36,1,1,Graduate,Salaried,Urban,Single,1
25442,54615,185467,180,1,0,Not Graduate,Self Employed,Semiurban,Married,1
88788,10514,177378,240,1,2,Graduate,Salaried,Urban,Married,1
134729,47456,458506,12,1,2,Not Graduate,Salaried,Rural,Single,1
42586,7233,137687,36,1,3+,Graduate,Self Employed,Rural,Single,1
68053,1102,377222,36,1,3+,Graduate,Salaried,Semiurban,Married,1
101346,66133,446907,180,1,3+,Graduate,Self Employed,Rural,Single,1
82087,46715,450686,84,1,0,Graduate,Self Employed,Semiurban,Single,1
49397,6256,447057,240,1,0,Not Graduate,Salaried,Semiurban,Single,1
73671,64800,152652,300,1,2,Not Graduate,Salaried,Semiurban,Married,1
131214,41548,375341,84,0,3+,Graduate,Salaried,Rural,Married,0
81897,72090,105773,120,1,2,Graduate,Self Employed,Semiurban,Married,1
29924,78200,460992,300,1,0,Graduate,Salaried,Rural,Single,1
128143,42367,252668,12,1,1,Not Graduate,Self Employed,Rural,Single,1
125253,70382,431087,84,1,2,Graduate,Salaried,Urban,Single,1
115297,26205,77584,180,1,0,Graduate,Salaried,Rural,Married,1
15869,25570,294901,240,1,3+,Not Graduate,Self Employed,Urban,Married,1
112088,30255,447516,84,1,1,Graduate,Salaried,Semiurban,Single,1
16014,21182,315482,120,1,1,Graduate,Salaried,Semiurban,Single,1
25103,39373,112601,60,1,1,Graduate,Self Employed,Urban,Single,1
125317,43019,186559,120,0,3+,Graduate,Salaried,Semiurban,Single,1
97409,62619,86282,36,1,1,Not Graduate,Salaried,Urban,Single,1
38248,16043,276137,300,0,0,Not Graduate,Self Employed,Urban,Married,0
23024,45532,427591,240,1,2,Not Graduate,Salaried,Semiurban,Married,1
100947,65936,145798,36,1,1,Graduate,Salaried,Urban,Married,1
106829,19239,180963,84,1,1,Graduate,Self Employed,Urban,Married,1
107708,10416,420755,84,0,0,Not Graduate,Salaried,Urban,Single,0
101664,3412,209876,120,0,3+,Graduate,Salaried,Semiurban,Married,0
100178,24406,190987,120,1,1,Graduate,Salaried,Semiurban,Married,1
116121,1875,323302,180,1,0,Not Graduate,Self Employed,Semiurban,Single,1
35025,37066,255229,12,1,0,Not Graduate,Salaried,Semiurban,Married,1
78610,5752,60547,180,0,3+,Graduate,Self Employed,Semiurban,Single,0
85843,78025,400857,36,0,3+,Not Graduate,Salaried,Rural,Married,1
122237,1353,314603,180,1,2,Graduate,Salaried,Rural,Single,1
145299,26986,471984,120,0,1,Not Graduate,Salaried,Urban,Single,0
20668,14691,113146,240,1,2,Not Graduate,Salaried,Rural,Single,1
88233,69847,415721,180,1,0,Graduate,Salaried,Semiurban,Married,1
96982,48075,494086,60,0,1,Graduate,Salaried,Semiurban,Married,0
121133,10794,157761,300,0,0,Not Graduate,Salaried,Semiurban,Single,1
25751,68470,415871,12,0,0,Graduate,Salaried,Urban,Married,0
61218,16406,362604,120,1,0,Graduate,Salaried,Urban,Single,1
141649,75930,132970,240,1,3+,Graduate,Self Employed,Urban,Single,1
22352,26872,241889,84,1,3+,Not Graduate,Salaried,Urban,Single,1
103835,41708,219319,300,1,1,Graduate,Self Employed,Urban,Single,1
112493,20800,65419,180,1,0,Graduate,Self Employed,Urban,Single,1
43927,43397,85577,120,0,0,Not Graduate,Salaried,Rural,Single,1
116948,37909,52921,84,1,1,Not Graduate,Self Employed,Semiurban,Single,1
44493,21352,447892,84,1,2,Not Graduate,Self Employed,Rural,Married,1
46707,15438,492900,36,1,0,Not Graduate,Self Employed,Urban,Married,1
50842,44999,194535,36,1,3+,Graduate,Self Employed,Semiurban,Married,1
28261,18482,206546,240,1,2,Graduate,Salaried,Semiurban,Married,1
91709,32471,353079,120,0,2,Not Graduate,Self Employed,Semiurban,Married,0
110985,47279,175534,300,1,2,Not Graduate,Salaried,Rural,Married,1
121616,54213,306872,240,1,2,Graduate,Self Employed,Semiurban,Single,1
82173,13026,122828,120,1,2,Graduate,Self Employed,Urban,Married,1
46781,5435,173649,60,1,2,Not Graduate,Self Employed,Urban,Single,1
28652,8493,401206,12,1,1,Graduate,Salaried,Rural,Married,0
20103,72227,105152,12,1,1,Graduate,Salaried,Rural,Single,1
40500,59321,270073,300,1,2,Not Graduate,Salaried,Urban,Married,1
115336,2763,408635,120,1,3+,Not Graduate,Salaried,Rural,Married,1
128499,20389,273393,36,1,1,Not Graduate,Self Employed,Semiurban,Married,1
64393,31498,136569,300,1,1,Not Graduate,Salaried,Rural,Married,1
62406,63755,384611,180,1,2,Graduate,Self Employed,Semiurban,Married,1
78059,35825,495792,240,1,3+,Not Graduate,Salaried,Semiurban,Single,1
97722,16934,206844,60,1,2,Graduate,Self Employed,Semiurban,Single,1
27356,5574,459579,12,1,3+,Graduate,Self Employed,Semiurban,Married,1
143128,38179,209562,120,1,3+,Graduate,Salaried,Semiurban,Single,1
17187,1587,172537,36,1,0,Not Graduate,Self Employed,Urban,Single,1
92243,42782,103806,36,1,1,Graduate,Self Employed,Urban,Single,1
50098,54412,443476,36,0,2,Not Graduate,Self Employed,Urban,Single,1
149678,60561,125992,240,1,1,Not Graduate,Self Employed,Semiurban,Married,1
72620,77224,334464,180,1,1,Not Graduate,Self Employed,Rural,Married,1
141270,4409,391115,84,1,3+,Graduate,Salaried,Rural,Single,1
29387,71319,308852,300,1,1,Not Graduate,Salaried,Semiurban,Married,1
84463,26751,223217,240,0,0,Not Graduate,Self Employed,Rural,Married,1
148663,38174,244760,180,1,2,Graduate,Self Employed,Semiurban,Married,1
106683,56572,360725,36,0,1,Not Graduate,Salaried,Rural,Married,0
77061,61416,405789,120,1,2,Graduate,Salaried,Semiurban,Single,1
96257,12041,70754,300,1,1,Graduate,Salaried,Rural,Single,1
76753,23227,119837,60,1,2,Not Graduate,Self Employed,Rural,Single,1
99774,35201,188279,180,1,2,Not Graduate,Self Employed,Urban,Married,1
38408,36069,471136,120,1,2,Not Graduate,Salaried,Rural,Single,1
139116,26370,268811,240,1,1,Not Graduate,Salaried,Rural,Single,1
146208,11586,435890,240,0,0,Graduate,Salaried,Semiurban,Single,0
32413,50231,164780,300,1,2,Not Graduate,Self Employed,Rural,Single,1
128650,5322,137081,36,1,3+,Not Graduate,Self Employed,Rural,Married,1
74500,65294,336160,60,0,3+,Graduate,Self Employed,Rural,Single,1
99514,79468,372666,12,1,3+,Not Graduate,Salaried,Rural,Married,1
71358,29299,433040,12,1,0,Not Graduate,Self Employed,Rural,Married,1
81197,70793,497284,240,0,2,Not Graduate,Salaried,Urban,Single,0
91240,46501,162099,120,1,0,Not Graduate,Salaried,Rural,Married,1
31322,57134,201174,60,0,2,Not Graduate,Salaried,Semiurban,Married,0
128053,9777,416573,120,1,0,Graduate,Self Employed,Semiurban,Single,1
21968,11249,314068,60,1,2,Not Graduate,Self Employed,Rural,Single,1
42518,21390,135015,60,1,3+,Graduate,Self Employed,Rural,Single,1
66925,20369,154987,240,1,2,Graduate,Self Employed,Rural,Single,1
126900,12881,104333,120,0,0,Graduate,Self Employed,Urban,Single,1
108422,9587,265530,240,1,2,Graduate,Self Employed,Semiurban,Married,1
16700,74327,227171,300,1,1,Not Graduate,Salaried,Urban,Single,1
108782,7833,238418,60,0,2,Not Graduate,Salaried,Urban,Married,0
38199,47013,176372,180,1,3+,Graduate,Self Employed,Rural,Married,1
20520,63620,256553,36,0,2,Not Graduate,Self Employed,Rural,Single,0
124814,15754,493278,300,1,1,Not Graduate,Self Employed,Semiurban,Married,1
138364,78113,443522,60,1,1,Graduate,Salaried,Rural,Married,1
29955,35282,400639,180,0,1,Not Graduate,Self Employed,Semiurban,Single,0
79925,36737,119767,60,1,0,Graduate,Salaried,Urban,Single,1
122216,24124,154332,180,1,1,Graduate,Self Employed,Semiurban,Married,1
85269,70102,193279,120,1,0,Not Graduate,Salaried,Semiurban,Married,1
56458,2196,351570,12,1,1,Not Graduate,Salaried,Semiurban,Married,1
104037,61527,56336,84,0,0,Not Graduate,Self Employed,Urban,Married,1
114977,11345,424344,300,1,1,Graduate,Salaried,Urban,Married,1
58939,34077,256238,60,1,1,Graduate,Salaried,Rural,Single,1
44345,66400,329400,84,0,2,Not Graduate,Salaried,Rural,Single,0
125107,12055,280517,60,1,1,Graduate,Salaried,Semiurban,Single,1
136866,44484,230889,120,1,2,Not Graduate,Self Employed,Semiurban,Single,1
84166,77514,345863,120,0,1,Not Graduate,Salaried,Urban,Married,0
112406,35771,354161,180,1,1,Not Graduate,Salaried,Urban,Single,1
64298,57654,95704,60,1,2,Not Graduate,Salaried,Urban,Single,1
59942,46540,342157,120,0,2,Graduate,Self Employed,Semiurban,Married,0
18453,29377,392135,120,1,0,Not Graduate,Self Employed,Semiurban,Married,1
117811,49573,382402,60,1,3+,Graduate,Salaried,Urban,Married,1
69935,42733,390492,180,0,2,Graduate,Self Employed,Semiurban,Single,0
137439,11760,276884,180,1,0,Graduate,Self Employed,Urban,Single,1
23328,25762,217848,180,1,1,Graduate,Self Employed,Rural,Married,1
30534,50986,322204,180,1,2,Graduate,Self Employed,Urban,Married,1
100280,34332,449871,12,1,2,Graduate,Self Employed,Semiurban,Single,1
51320,40100,269182,60,1,1,Not Graduate,Self Employed,Semiurban,Married,1
64170,4944,362067,240,0,1,Graduate,Self Employed,Semiurban,Married,0
115546,48825,128563,12,1,1,Not Graduate,Salaried,Semiurban,Married,1
95201,13877,185102,120,0,1,Graduate,Salaried,Urban,Single,0
23640,29990,139779,12,1,3+,Not Graduate,Salaried,Urban,Single,1
147992,55283,214361,300,0,2,Not Graduate,Self Employed,Rural,Single,1
58937,3258,462955,240,1,1,Graduate,Salaried,Urban,Married,1
85463,31629,149704,240,1,1,Not Graduate,Self Employed,Rural,Married,1
108500,37579,311757,240,1,3+,Not Graduate,Self Employed,Urban,Single,1
52158,22958,441301,180,1,2,Graduate,Salaried,Urban,Married,1
99607,39465,160234,120,0,0,Graduate,Salaried,Semiurban,Married,1
134639,15775,373831,12,1,2,Graduate,Salaried,Rural,Single,1
86696,76575,86491,12,1,0,Graduate,Salaried,Semiurban,Married,1
76510,34207,276621,300,1,3+,Graduate,Self Employed,Semiurban,Married,1
135076,22553,384259,60,1,1,Graduate,Salaried,Urban,Married,1
73692,53632,430079,12,1,3+,Graduate,Salaried,Urban,Married,1
145841,55,395922,300,0,2,Graduate,Self Employed,Rural,Single,0
30810,32873,447997,120,1,1,Not Graduate,Self Employed,Rural,Married,1
126718,66205,70448,180,1,2,Graduate,Self Employed,Urban,Single,1
105932,78199,363694,60,1,0,Not Graduate,Self Employed,Rural,Single,1
15192,25318,99294,300,1,2,Graduate,Self Employed,Urban,Single,1
51413,33734,333590,12,1,3+,Graduate,Salaried,Urban,Single,1
54082,18522,388723,60,1,3+,Graduate,Salaried,Urban,Married,1
80048,11656,266461,84,0,3+,Graduate,Self Employed,Rural,Married,0
138130,15893,426823,60,0,1,Not Graduate,Salaried,Semiurban,Single,0
65940,16493,135615,240,1,2,Not Graduate,Self Employed,Rural,Single,1
55142,3632,67101,180,0,1,Graduate,Salaried,Semiurban,Single,0
51468,61779,340160,240,1,2,Not Graduate,Salaried,Rural,Single,1
144048,38452,200004,84,0,0,Graduate,Salaried,Semiurban,Married,1
57056,13266,487869,240,0,2,Not Graduate,Salaried,Semiurban,Single,0
66831,61607,140481,84,1,2,Graduate,Salaried,Rural,Single,1
74191,16940,102802,60,1,2,Not Graduate,Self Employed,Rural,Married,1
136948,24003,319693,120,1,2,Not Graduate,Salaried,Semiurban,Single,1
123117,34815,260005,180,1,0,Not Graduate,Salaried,Urban,Married,1
29671,30869,206434,120,1,1,Graduate,Salaried,Semiurban,Married,1
42048,49297,97842,180,1,3+,Not Graduate,Salaried,Semiurban,Married,1
40963,60107,96539,300,1,2,Graduate,Self Employed,Urban,Single,1
58954,16682,83717,180,1,3+,Not Graduate,Self Employed,Semiurban,Married,1
110430,19622,497812,240,1,3+,Graduate,Self Employed,Urban,Married,1
15717,30408,296281,240,1,3+,Graduate,Salaried,Urban,Single,1
26676,8837,466232,120,0,3+,Graduate,Self Employed,Rural,Single,0
133696,64210,236272,36,0,2,Not Graduate,Self Employed,Semiurban,Single,1
145830,15407,165042,300,1,3+,Not Graduate,Self Employed,Semiurban,Single,1
19994,29309,177922,84,1,2,Graduate,Self Employed,Urban,Married,1
19234,71918,142447,240,1,0,Graduate,Salaried,Semiurban,Single,1
84300,18895,395546,300,1,1,Graduate,Salaried,Urban,Married,1
58949,370,354751,240,1,1,Not Graduate,Salaried,Semiurban,Married,1
52405,486,208693,240,1,2,Not Graduate,Salaried,Semiurban,Single,1
49872,23762,62823,60,1,2,Not Graduate,Self Employed,Urban,Single,1
57215,26613,79986,120,1,1,Not Graduate,Salaried,Urban,Single,1
38185,3196,171682,120,1,3+,Not Graduate,Salaried,Semiurban,Single,1
56153,76349,114325,240,0,2,Graduate,Salaried,Semiurban,Married,1
92535,64839,440069,60,1,3+,Graduate,Self Employed,Urban,Single,1
148653,41916,300476,240,1,2,Graduate,Self Employed,Rural,Married,1
66717,8572,107771,84,1,2,Graduate,Self Employed,Rural,Married,1
17763,28225,104973,60,1,0,Not Graduate,Salaried,Semiurban,Single,1
107910,45853,195762,240,1,0,Not Graduate,Salaried,Semiurban,Single,1
70480,49390,351251,180,0,1,Graduate,Salaried,Semiurban,Single,1
133094,32275,107888,36,1,0,Not Graduate,Salaried,Urban,Married,1
26064,72379,60956,180,1,0,Graduate,Self Employed,Semiurban,Married,1
91848,1105,136839,36,0,1,Not Graduate,Salaried,Semiurban,Married,0
52548,59896,499443,60,1,3+,Not Graduate,Self Employed,Semiurban,Single,1
21476,43209,217605,180,1,0,Graduate,Self Employed,Rural,Single,1
105101,42487,499450,84,1,3+,Graduate,Salaried,Semiurban,Single,1
17382,18051,151131,300,1,1,Graduate,Self Employed,Semiurban,Single,1
94698,77400,379738,180,0,2,Not Graduate,Salaried,Urban,Single,1
60095,66961,237973,120,1,3+,Not Graduate,Salaried,Rural,Single,1
144974,60156,61519,300,1,1,Not Graduate,Salaried,Urban,Single,1
42197,57175,212187,300,1,3+,Graduate,Salaried,Semiurban,Married,1
142619,6849,51832,36,1,1,Graduate,Self Employed,Semiurban,Married,1
37010,18976,484584,36,1,1,Graduate,Self Employed,Semiurban,Married,0
102923,56866,163922,240,1,2,Not Graduate,Salaried,Semiurban,Married,1
148962,47078,155474,84,1,3+,Not Graduate,Self Employed,Semiurban,Single,1
145526,31113,119715,36,1,2,Graduate,Self Employed,Urban,Single,1
124162,15401,383979,36,1,2,Graduate,Self Employed,Semiurban,Single,1
135927,12884,123366,240,1,3+,Graduate,Salaried,Semiurban,Married,1
23026,37563,87570,84,1,3+,Not Graduate,Salaried,Rural,Single,1
79925,34414,187687,180,1,1,Not Graduate,Salaried,Rural,Married,1
83842,16142,88311,60,1,3+,Graduate,Self Employed,Semiurban,Married,1
48665,71492,402389,180,0,1,Graduate,Salaried,Semiurban,Married,1
24277,79464,153187,120,1,1,Graduate,Salaried,Semiurban,Single,1
63008,75257,335578,120,1,1,Not Graduate,Salaried,Semiurban,Single,1
29683,76693,136879,36,1,1,Not Graduate,Salaried,Semiurban,Married,1
146742,35135,65739,300,1,1,Not Graduate,Salaried,Semiurban,Married,1
93542,72232,116202,120,1,1,Graduate,Salaried,Urban,Single,1
69319,27862,148580,60,1,3+,Graduate,Self Employed,Urban,Married,1
107067,5190,274491,36,0,3+,Graduate,Salaried,Urban,Single,0
83975,70199,129599,240,1,0,Graduate,Self Employed,Rural,Married,1
116158,4331,214721,120,1,3+,Graduate,Salaried,Semiurban,Single,1
26577,52186,281436,300,1,2,Graduate,Self Employed,Rural,Married,1
92299,44648,490661,240,1,0,Graduate,Self Employed,Rural,Single,1
35176,28549,166770,12,1,3+,Graduate,Self Employed,Rural,Married,1
78972,25761,351614,12,1,2,Graduate,Salaried,Urban,Single,1
135018,3262,387109,12,0,3+,Graduate,Salaried,Semiurban,Married,0
34996,51259,437476,240,1,1,Graduate,Self Employed,Semiurban,Single,1
115922,72572,229693,12,1,0,Not Graduate,Self Employed,Rural,Married,1
101598,53472,441825,180,1,1,Graduate,Salaried,Urban,Married,1
50931,4677,476142,12,0,0,Graduate,Salaried,Rural,Married,0
139168,73508,311051,36,1,0,Not Graduate,Salaried,Rural,Married,1
138099,50617,164300,84,1,1,Graduate,Self Employed,Semiurban,Married,1
49693,18595,350141,180,0,0,Not Graduate,Self Employed,Urban,Married,0
123944,60148,241012,300,1,0,Not Graduate,Self Employed,Semiurban,Single,1
32374,46926,221796,84,0,3+,Graduate,Self Employed,Rural,Single,0
96471,75271,409949,36,1,2,Graduate,Self Employed,Semiurban,Married,1
60913,34457,212776,300,1,1,Not Graduate,Salaried,Rural,Single,1
138683,42531,434346,36,1,3+,Graduate,Self Employed,Urban,Married,1
59516,73263,471607,60,1,3+,Graduate,Self Employed,Semiurban,Married,1
102796,73300,291942,300,1,1,Graduate,Salaried,Semiurban,Single,1
41069,63171,52526,180,1,0,Not Graduate,Salaried,Semiurban,Married,1
133333,45771,467902,84,1,1,Not Graduate,Salaried,Semiurban,Married,1
99811,66354,385483,12,1,2,Graduate,Self Employed,Semiurban,Single,1
133028,37289,318718,36,1,2,Graduate,Salaried,Urban,Married,1
54178,33892,320877,12,1,1,Not Graduate,Self Employed,Urban,Married,1
47821,71196,362434,300,1,3+,Not Graduate,Salaried,Semiurban,Single,1
31999,38409,384937,84,0,1,Graduate,Self Employed,Rural,Single,0
53712,34470,86051,240,0,2,Graduate,Self Employed,Rural,Married,1
48722,18385,65909,180,1,1,Graduate,Salaried,Semiurban,Married,1
25625,23296,127338,120,1,0,Not Graduate,Self Employed,Semiurban,Married,1
21859,61716,385576,240,1,1,Not Graduate,Salaried,Urban,Married,1
125986,26382,340277,300,1,3+,Graduate,Self Employed,Urban,Married,1
36839,76675,232643,300,1,0,Not Graduate,Self Employed,Semiurban,Married,1
42216,22419,129062,240,1,2,Graduate,Self Employed,Semiurban,Married,1
67953,39291,231980,120,0,1,Graduate,Salaried,Rural,Single,1
64522,12397,454494,300,1,3+,Graduate,Self Employed,Urban,Married,1
126249,57888,423690,300,0,3+,Graduate,Salaried,Semiurban,Married,0
22485,35169,101458,36,1,2,Graduate,Self Employed,Urban,Single,1
127701,62182,499998,60,1,1,Not Graduate,Self Employed,Semiurban,Married,1
117638,42249,367559,300,1,3+,Not Graduate,Salaried,Semiurban,Married,1
27226,28341,272159,12,1,0,Graduate,Salaried,Semiurban,Single,1
108405,75603,366304,36,0,1,Not Graduate,Self Employed,Semiurban,Married,0
37588,46144,366543,60,1,2,Graduate,Self Employed,Rural,Single,1
52019,61772,337442,12,1,0,Not Graduate,Self Employed,Semiurban,Single,1
80133,79360,281946,84,1,1,Not Graduate,Self Employed,Rural,Single,1
129444,13444,203263,240,1,3+,Not Graduate,Self Employed,Rural,Single,1
132603,45647,214164,240,1,2,Not Graduate,Self Employed,Semiurban,Single,1
143585,10974,139407,120,1,2,Graduate,Salaried,Urban,Single,1
58395,38383,256329,60,0,1,Not Graduate,Self Employed,Urban,Single,0
140814,2956,112513,12,0,2,Not Graduate,Salaried,Semiurban,Married,0
127599,8077,363241,300,0,0,Not Graduate,Self Employed,Semiurban,Single,0
40939,36490,473495,36,1,1,Not Graduate,Self Employed,Semiurban,Single,1
15203,55612,195476,12,1,0,Not Graduate,Salaried,Urban,Married,1
44063,36159,85198,36,1,2,Not Graduate,Self Employed,Urban,Married,1
105880,39710,275295,240,1,2,Not Graduate,Self Employed,Semiurban,Single,1
18748,13806,362141,120,0,2,Not Graduate,Salaried,Urban,Single,0
132269,78345,443783,300,0,0,Graduate,Self Employed,Rural,Single,1
95764,6458,314323,120,1,2,Graduate,Salaried,Urban,Single,1
123036,35524,52019,12,0,1,Graduate,Self Employed,Urban,Married,1
131525,6853,131455,12,1,3+,Not Graduate,Self Employed,Semiurban,Married,1
100679,40477,266311,36,1,1,Graduate,Salaried,Rural,Single,1
140829,32222,199776,36,1,3+,Graduate,Salaried,Semiurban,Married,1
143216,18320,199102,60,1,2,Graduate,Self Employed,Urban,Married,1
148175,52243,439027,240,1,1,Not Graduate,Salaried,Rural,Married,1
80901,45615,381589,60,1,0,Graduate,Salaried,Semiurban,Married,1
113046,17352,385695,60,0,3+,Graduate,Salaried,Urban,Single,0
105012,72833,53420,12,1,0,Graduate,Self Employed,Rural,Married,1
93278,3203,372019,180,0,3+,Graduate,Salaried,Semiurban,Married,0
27391,39267,228725,180,0,2,Graduate,Salaried,Rural,Single,0
117476,37941,66740,180,1,1,Graduate,Salaried,Urban,Married,1
135721,25368,377407,180,1,3+,Graduate,Salaried,Semiurban,Single,1
112537,77186,155789,60,0,1,Not Graduate,Salaried,Urban,Single,1
96159,30984,69465,12,0,3+,Graduate,Self Employed,Rural,Married,1
146040,41941,494648,180,0,3+,Graduate,Self Employed,Urban,Married,0
50503,72918,54131,300,1,2,Not Graduate,Self Employed,Rural,Single,1
90403,52683,60652,120,1,3+,Not Graduate,Self Employed,Semiurban,Married,1
79286,801,268115,84,0,0,Not Graduate,Self Employed,Urban,Single,0
89842,47965,490363,120,1,3+,Not Graduate,Salaried,Semiurban,Single,1
119927,9969,359815,12,1,3+,Not Graduate,Salaried,Semiurban,Married,1
29908,35969,295289,12,1,3+,Graduate,Self Employed,Semiurban,Single,1
52228,32449,139342,84,1,2,Graduate,Salaried,Semiurban,Single,1
38386,25705,331315,36,1,1,Graduate,Salaried,Urban,Married,1
43302,60303,267201,36,1,1,Not Graduate,Salaried,Urban,Married,1
75815,28363,309820,300,1,2,Graduate,Self Employed,Semiurban,Single,1
78344,30720,236764,36,0,0,Graduate,Salaried,Semiurban,Married,1
126603,9972,108541,60,1,0,Not Graduate,Salaried,Rural,Single,1
76114,33351,59470,36,1,2,Not Graduate,Self Employed,Semiurban,Married,1
40525,36145,242416,240,0,1,Graduate,Self Employed,Rural,Single,1
94818,56235,94308,60,1,0,Not Graduate,Salaried,Rural,Married,1
129589,14855,493855,60,0,2,Graduate,Salaried,Semiurban,Married,0
